3052714,<p>Does anyone know a better way of getting the number of rows in a Java resultset returned from a MySQL database? The resultset returned is not going to be the total number of rows read from the database so I don't think I can use SQL's <code>COUNT</code> aggregate function.</p>&#xA;&#xA;<pre><code>public static int getResultSetRowCount(ResultSet resultSet) {&#xA;    int size = 0;&#xA;    try {&#xA;        resultSet.last();&#xA;        size = resultSet.getRow();&#xA;        resultSet.beforeFirst();&#xA;    }&#xA;    catch(Exception ex) {&#xA;        return 0;&#xA;    }&#xA;    return size;&#xA;}&#xA;</code></pre>&#xA;
2622591,"<p>Is it generally considered bad practice to provide <code>Iterator</code> implementations that are ""infinite""; i.e. where calls to <code>hasNext()</code> always(*) return true?</p>&#xA;&#xA;<p>Typically I'd say ""yes"" because the calling code could behave erratically"
22013361,<p>Why this is illegal:</p>&#xA;&#xA;<pre><code>switch(x) {&#xA;&#xA;case 1:&#xA;   int a = 1;&#xA;   break;&#xA;case 2:&#xA;   int a = 2;&#xA;   break;&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>It looks like it could have been legal. What are some deeper reasons for that to be illegal?</p>&#xA;
8209718,"<p>I get this error:</p>&#xA;&#xA;<pre><code>java.lang.InternalError: name is too long to represent&#xA;        at java.lang.ClassLoader.defineClass1(Native Method)&#xA;        at java.lang.ClassLoader.defineClass(ClassLoader.java:621)&#xA;        at java.security.SecureClassLoader.defineClass(SecureClassLoader.java:124)&#xA;        at weblogic.utils.classloaders.GenericClassLoader.defineClass(GenericClassLoader.java:338)&#xA;        at weblogic.utils.classloaders.GenericClassLoader.findLocalClass(GenericClassLoader.java:291)&#xA;        at weblogic.utils.classloaders.GenericClassLoader.findClass(GenericClassLoader.java:259)&#xA;</code></pre>&#xA;&#xA;<p>Which seems related to some debug functionality (in fact removing <code>-Xdebug</code> command line option the error disappears). I've also found some information in <a href=""https://issues.apache.org/bugzilla/show_bug.cgi?id=39089"">ASF Bugzilla</a>. Is there a way to solve this? </p>&#xA;&#xA;<p>Possible solutions I can think of are to change the JVM (using JRockit which should't have this issue)"
13761405,"<p>I'm playing with future java 8 release aka JDK 1.8.</p>&#xA;&#xA;<p>And I found out that you can easily do</p>&#xA;&#xA;<pre><code>interface Foo { int method(); }&#xA;</code></pre>&#xA;&#xA;<p>and use it like</p>&#xA;&#xA;<pre><code>Foo foo = () -&gt; 3;&#xA;System.out.println(""foo.method(); = "" + foo.method());&#xA;</code></pre>&#xA;&#xA;<p>which simply prints 3.</p>&#xA;&#xA;<p>And I also found that there is a java.util.function.Function interface which does this in a more generic fashion. However this code won't compile</p>&#xA;&#xA;<pre><code>Function times3 = (Integer triple) -&gt; 3 * triple;&#xA;Integer twelve = times3.map(4);&#xA;</code></pre>&#xA;&#xA;<p>And it seems that I first have to do something like</p>&#xA;&#xA;<pre><code>interface IntIntFunction extends Function&lt;Integer"
7182996,<p>How do I get the month as an integer from a Date object (<code>java.util.Date</code>)?</p>&#xA;
3975826,"<p>I have the following loop:</p>&#xA;&#xA;<pre><code>for (byte i = 0 ; i &lt; 128; i++) {&#xA;    System.out.println(i + 1 + "" "" + name);&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>When I execute my programm it prints all numbers from -128 to 127 in an infinite loop.  Why does this happen?</p>&#xA;"
8559092,<p>I am wanting to create an array of arraylist like below:</p>&#xA;&#xA;<pre><code>ArrayList&lt;Individual&gt;[] group = new ArrayList&lt;Individual&gt;()[4]&#xA;</code></pre>&#xA;&#xA;<p>But it's not compiling. How can I do this?</p>&#xA;
8526907,<p>Is Java's <code>System.arraycopy()</code> efficient for small arrays
12430642,<p>In a Java <code>try{} ... catch{} ... finally{}</code> block
8846586,"<p>I'm trying to set up my project using Spring 3.1 and Hibernate 4.  I've been following some tutorials online.  I'm getting a strange error that according to the spring forums should have been fixed with Spring 3.1.  <a href=""https://jira.springsource.org/browse/SPR-8908"" rel=""nofollow"">Spring Bug Tracker</a></p>&#xA;&#xA;<p>When my service calls <code>getCurrentSession()</code>"
4708613,"<p>I want to plot the pitch of a sound into a graph.</p>&#xA;&#xA;<p>Currently I can plot the amplitude. The graph below is created by the data returned by <code>getUnscaledAmplitude()</code>:</p>&#xA;&#xA;<p><img src=""http://i.stack.imgur.com/a2pVM.jpg"" alt=""alt text""></p>&#xA;&#xA;<pre><code>AudioInputStream audioInputStream = AudioSystem.getAudioInputStream(new BufferedInputStream(new FileInputStream(file)));&#xA;byte[] bytes = new byte[(int) (audioInputStream.getFrameLength()) * (audioInputStream.getFormat().getFrameSize())];&#xA;audioInputStream.read(bytes);&#xA;&#xA;// Get amplitude values for each audio channel in an array.&#xA;graphData = type.getUnscaledAmplitude(bytes"
18329311,<p>I've seen code like this many times:</p>&#xA;&#xA;<p><code>List&lt;String&gt; list = new ArrayList&lt;String&gt;();</code></p>&#xA;&#xA;<p>Why do people take the parent of <code>ArrayList</code> (and other classes) instead of the type of the generated object?</p>&#xA;&#xA;<p>Does that take less performance? Or why should someone do this?</p>&#xA;
2827788,"<p>It seems the latest JAX-RS can handle methods returning java.util.List as the XMLRootElement but normal JAXB cannot.&#xA;I would like to mimic what CXF and Jersey are doing.</p>&#xA;&#xA;<p>In other words I would like to Marshal a List and just like CXF and Jersey do.&#xA;Normally if you try to marshal a list with JAXB you get the Root Element exception.&#xA;How do I get around this with out having to make a wrapping object?</p>&#xA;&#xA;<p><em>EDIT: Thanks for the many answers but I'm very familiar with the @XmlElementWrapper but that does not even come close to simulating what JAX-RS is doing.</em></p>&#xA;&#xA;<p>JAX-RS does this: </p>&#xA;&#xA;<pre><code>@XmlRootElement(name=""dog"")&#xA;public class Dog {&#xA;    private String name;&#xA;    public String getName() { return this.name; }&#xA;    //Setter also&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>Now if I serialize a list of dogs: </p>&#xA;&#xA;<pre><code>serialize(List&lt;Dog&gt; dogs);&#xA;</code></pre>&#xA;&#xA;<p>XML should be (what JAX-RS does):</p>&#xA;&#xA;<pre><code>&lt;dogs&gt;&#xA;    &lt;dog&gt;&lt;name&gt;Rascal&lt;/name&gt;&lt;/dog&gt;&#xA;&lt;/dogs&gt;&#xA;</code></pre>&#xA;&#xA;<p>So you can see I don't want to have to make a wrapper object for every single domain object.</p>&#xA;"
8181344,"<p>C# methods cannot be called directly in Java using JNI due to different reasons. So first we have to write a wrapper for C# using C++ then create the dll and use it through JNI in Java.</p>&#xA;&#xA;<p>I have problem in calling C# code in C++. I'm adding C# <code>.netmodule</code> file to a C++ project. Code is pasted below. Please guide me if i'm doing anything wrong.</p>&#xA;&#xA;<p>This is my managed C++ class <code>UsbSerialNum.h</code>:</p>&#xA;&#xA;<pre><code>#using &lt;mscorlib.dll&gt;&#xA;#include &lt;iostream&gt;&#xA;#using ""UsbSerialNumberCSharp.netmodule""&#xA;&#xA;using namespace std;&#xA;&#xA;using namespace System;&#xA;&#xA;public __gc class UsbSerialNum&#xA;{&#xA;    public:&#xA;&#xA;        UsbSerialNumberCSharp::UsbSerialNumberCSharp __gc *t;&#xA;&#xA;        UsbSerialNum() {&#xA;            cout&lt;&lt;""Hello from C++"";&#xA;            t = new UsbSerialNumberCSharp::UsbSerialNumberCSharp();&#xA;        }&#xA;&#xA;        void CallUsbSerialNumberCSharpHello() {&#xA;            t-&gt;hello();&#xA;        }&#xA;};&#xA;</code></pre>&#xA;&#xA;<p>C# <code>UsbSerialNumberCSharp.cs</code> file from which i've created the <code>.netmodule</code> file:</p>&#xA;&#xA;<pre><code>using System.Collections.Generic;&#xA;using System.Text;&#xA;&#xA;namespace UsbSerialNumberCSharp&#xA;{&#xA;    public class UsbSerialNumberCSharp&#xA;    {&#xA;&#xA;        public UsbSerialNumberCSharp(){&#xA;            Console.WriteLine(""hello"");&#xA;        }&#xA;&#xA;        public static void hello()&#xA;        {&#xA;            Console.WriteLine(""hello"");&#xA;        }&#xA;&#xA;        public void helloCSharp ()&#xA;        {&#xA;            Console.WriteLine(""helloCSharp"");&#xA;        }&#xA;    }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>Here is my main <code>makeDLL.cpp</code> file from which <code>makeDLL.dll</code> is created:</p>&#xA;&#xA;<pre><code>#include ""jni.h""&#xA;#include &lt;iostream&gt;&#xA;&#xA;&#xA;// This is the java header created using the javah -jni command.&#xA;#include ""testDLL.h""&#xA;&#xA;&#xA;// This is the Managed C++ header that contains the call to the C#&#xA;#include ""UsbSerialNum.h""&#xA;&#xA;using namespace std;&#xA;&#xA;&#xA;JNIEXPORT void JNICALL Java_testDLL_hello&#xA;(JNIEnv *"
22164036,<p>What is the difference between these two ways of instantiating new objects of a class as follows:</p>&#xA;&#xA;<pre><code>Test t1=new Test();&#xA;Test t2=new Test(){ };&#xA;</code></pre>&#xA;&#xA;<p>When I tried the following code
7716435,<p>A friend and I are studying Java. We were looking at interfaces today and we got into a bit of an discussion about how interfaces are used. </p>&#xA;&#xA;<p>The example code my friend showed me contained this:</p>&#xA;&#xA;<pre><code>IVehicle modeOfTransport1 = new Car();&#xA;IVehicle modeOfTransport2 = new Bike();&#xA;</code></pre>&#xA;&#xA;<p>Where <em>IVehicle</em> is an interface that's implemented in both the car and bike classes. &#xA;When defining a method that accepts <em>IVehicle</em> as a parameter you can use the interface methods
11104195,<p>I'm wondering what's the proper Java programming paradigm for overriding the <code>equals</code> (and <code>hashCode</code>) methods of an object of class C in cases where either (a) there's not enough information to determine if two instances of C are equal or (b) the calling method should not be able to determine if two instance of C are equal.</p>&#xA;&#xA;<p>In my project
6126242,"<p>Here is the original code:</p>&#xA;&#xA;<pre><code>public class FruitGrower {&#xA;    public void growAFruit(String type) {&#xA;        if (""wtrmln"".equals(type)) {&#xA;            //do watermelon growing stuff&#xA;        } else if (""ppl"".equals(type)) {&#xA;            //do apple growing stuff&#xA;        } else if (""pnppl"".equals(type)) {&#xA;            //do pineapple growing stuff&#xA;        } else if (""rng"".equals(type)) {&#xA;            //do orange growing stuff&#xA;        } else {&#xA;            // do other fruit growing stuff&#xA;        }&#xA;    }&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>This is how I changed it:</p>&#xA;&#xA;<pre><code>public class FruitGrower {&#xA;    enum Fruits {&#xA;        WATERMELON {&#xA;            @Override&#xA;            void growAFruit() {&#xA;                //do watermelon growing stuff&#xA;            }&#xA;        }"
20945049,<p>We all know that <code>String</code> is immutable in Java
15291861,<pre><code>public void increment(){&#xA;    int zero = 0;&#xA;&#xA;    int oneA = zero++; // Compiles&#xA;&#xA;    int oneB = 0++; // Doesn't compile&#xA;&#xA;    int oneC = getInt()++; // Doesn't compile&#xA;}&#xA;&#xA;private int getInt(){&#xA;    return 0;&#xA;}&#xA;</code></pre>&#xA;&#xA;<p>They are all int's
2230676,<p>What is the best way to check if a URL is valid in Java?  </p>&#xA;&#xA;<p>If tried to call <code>new URL(urlString)</code> and catch a <code>MalformedURLException</code>
4587392,"<p>Is it possible to create an instance of an interface in Java?</p>&#xA;&#xA;<p>Somewhere I have read that using inner anonymous class we can do it as shown below:  </p>&#xA;&#xA;<pre><code>interface Test  &#xA;{  &#xA;    public void wish();  &#xA;}  &#xA;class Main  &#xA;{  &#xA;    public static void main(String[] args)  &#xA;    {  &#xA;        Test t=new Test()  &#xA;        {  &#xA;            public void wish()  &#xA;            {  &#xA;                System.out.println(""output: hello how r u"");  &#xA;            }  &#xA;        };  &#xA;    t.wish();  &#xA;    }  &#xA;}    &#xA;&#xA;cmd&gt; javac Main.java  &#xA;cmd&gt; java Main  &#xA;output: hello how r u  &#xA;</code></pre>&#xA;&#xA;<p>Is it correct here?</p>&#xA;"
7812745,"<p>Does anyone know if I should be able to use property placeholder as an expression in a Qualifier? I can't seem to get this working.</p>&#xA;&#xA;<p>I am using spring 3.0.4.</p>&#xA;&#xA;<pre><code>@Controller&#xA;public class MyController {&#xA;   @Autowired&#xA;   @Qualifier(""${service.class}"")&#xA;   Service service;&#xA;}&#xA;&#xA;@Service&#xA;@Qualifier(""ServiceA"")&#xA;ServiceA implements Service {&#xA;   public void print() {&#xA;       System.out.println(""printing ServiceA.print()"");&#xA;   } &#xA;}&#xA;&#xA;@Service&#xA;@Qualifier(""ServiceB"")&#xA;ServiceB implements Service {&#xA;   public void print() {&#xA;      System.out.println(""printing ServiceB.print()"");&#xA;   } &#xA;}&#xA;</code></pre>&#xA;&#xA;<p>XML:</p>&#xA;&#xA;<pre><code>&lt;bean id=""propertyConfigurer"" class=""org.springframework.beans.factory.config.PropertyPlaceholderConfigurer""&gt;&#xA;        &lt;property name=""location"" value=""file:/etc/config.properties""/&gt;&#xA;&lt;/bean&gt;&#xA;</code></pre>&#xA;&#xA;<p>config.properties:</p>&#xA;&#xA;<pre><code>config.properties&#xA;service.class=serviceB&#xA;</code></pre>&#xA;"
14984984,<p>When using the <em>same JDK</em> (i.e. the same <code>javac</code> executable)
9264897,<p>When used with <code>boolean</code> operands
2629357,<p>If Java does not have pointers then what does the the <code>new</code> keyword do in Java?</p>&#xA;&#xA;<p>I am confused
21702939,"<p>I wrote a simple <a href=""https://dl.dropboxusercontent.com/u/4971686/published/maaartin/so/BoundsCheckBenchmark.java"" rel=""nofollow"">benchmark</a> in order to find out if bounds check can be eliminated when the array gets computed via bitwise and. This is basically what nearly all hash tables do: They compute </p>&#xA;&#xA;<pre><code>h &amp; (table.length - 1)&#xA;</code></pre>&#xA;&#xA;<p>as an index into the <code>table</code>"
8530545,"<p>When I insert a SQL <code>DateTime</code> to the database I get <code>2007-02-07 12:00:00.00</code></p>&#xA;&#xA;<p>But I made the <code>Date</code> object like this : <code>2007-02-07 17:29:46.00</code></p>&#xA;&#xA;<p>How to get the value of the seconds in the database. It always changes it back to <code>12:00:00.00</code></p>&#xA;&#xA;<pre><code>date.setYear(Integer.valueOf(parsedDate[2].replaceAll("" """
13395114,"<p>I can not initialize (<code>supplierNames</code> object) as this code :</p>&#xA;&#xA;<pre><code>List&lt;String&gt; supplierNames = new List&lt;String&gt;();&#xA;supplierNames.add(""sup1"");&#xA;supplierNames.add(""sup2"");&#xA;supplierNames.add(""sup3"");&#xA;System.out.println(supplierNames.get(1));&#xA;</code></pre>&#xA;&#xA;<p>I face the following error:  </p>&#xA;&#xA;<blockquote>&#xA;  <p>Cannot instantiate the type <code>List&lt;String&gt;</code></p>&#xA;</blockquote>&#xA;"
10286677,<p>I have an alpha-numeric string and I want to check for pattern repetition in it just for the integers. And they should be continuous. </p>&#xA;&#xA;<p><strong>Example</strong></p>&#xA;&#xA;<ol>&#xA;<li><em>12341234qwe</em> should tell me <em>1234</em> is repeated.</li>&#xA;<li><em>1234qwe1234</em> should <strong>NOT</strong> tell me that <em>1234</em> is repeated since its not continuous.  </li>&#xA;<li><em>12121212</em> should be treated as <em>12</em> being repeated as that is the first set which would be found being repeated. But if there is an algorithm which would find <em>1212</em> as the repeated set before <em>12</em> then I guess it has to perform the steps again on <em>1212</em>.</li>&#xA;</ol>&#xA;&#xA;<p>What I thought was I can store the integer part by iterating and comparing it with <code>( &lt;= '0' &amp;&amp; &gt;= '9')</code> in a different <code>StringBuilder</code>. Then I read about performing FFT on the string and it shows the repeated patterns. But I have no idea on how to perform FFT in Java and look for the results
